latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
8.92477,10.45828,299.35,0.72,0.75,2023-01-01,0143,N,VIIRS,n,2,285.75,3.5,N,0
12.08698,-8.46165,309.54,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,286.15,1.85,N,0
10.60716,1.15454,312.6,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,285.26,1.47,N,0
10.60342,1.15387,312.16,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,285.89,1.47,N,0
9.85127,5.45719,307.46,0.32,0.55,2023-01-01,0143,N,VIIRS,n,2,290.11,0.84,N,0
9.84627,5.45614,315.25,0.32,0.55,2023-01-01,0143,N,VIIRS,n,2,290.32,1.23,N,0
9.61302,6.72943,300.67,0.39,0.6,2023-01-01,0143,N,VIIRS,n,2,289.49,0.51,N,0
9.08284,9.53353,307.57,0.62,0.71,2023-01-01,0143,N,VIIRS,n,2,289.68,1.61,N,0
10.88295,-0.63538,304.53,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,291.34,0.65,N,0
10.77686,0.00677,303.35,0.44,0.38,2023-01-01,0143,N,VIIRS,n,2,291.97,0.46,N,0
12.33899,-10.73805,315.99,0.32,0.55,2023-01-01,0143,N,VIIRS,n,2,289.43,1.81,N,0
11.1202,-2.18708,298.84,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,287.8,0.35,N,0
12.33157,-10.71982,315.12,0.32,0.55,2023-01-01,0143,N,VIIRS,n,2,284.41,2.21,N,0
12.33117,-10.7166,302.01,0.32,0.55,2023-01-01,0143,N,VIIRS,n,2,284.18,1.36,N,0
9.8438,5.21596,298.85,0.62,0.54,2023-01-01,0143,N,VIIRS,n,2,287.78,0.4,N,0
11.02162,-1.61476,298.9,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,286.21,0.62,N,0
9.83992,5.2093,302.13,0.62,0.54,2023-01-01,0143,N,VIIRS,n,2,289.14,1.48,N,0
11.01828,-1.61531,301.61,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,285.93,0.62,N,0
10.69944,0.31646,308.44,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,292.51,0.99,N,0
9.84427,5.15808,311.89,0.61,0.54,2023-01-01,0143,N,VIIRS,n,2,289.15,2.05,N,0
9.83832,5.16274,299.88,0.61,0.54,2023-01-01,0143,N,VIIRS,n,2,289.12,1.46,N,0
12.07609,-8.8777,308.21,0.48,0.48,2023-01-01,0143,N,VIIRS,n,2,288.34,0.93,N,0
9.96359,4.45457,297.73,0.55,0.51,2023-01-01,0143,N,VIIRS,n,2,287.18,0.54,N,0
10.53245,1.22985,322.05,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,291.47,2.53,N,0
12.42969,-11.74051,302.91,0.38,0.58,2023-01-01,0143,N,VIIRS,n,2,286.93,0.8,N,0
12.23318,-10.13625,305.52,0.58,0.52,2023-01-01,0143,N,VIIRS,n,2,291.17,1.71,N,0
12.07166,-8.87833,297.3,0.48,0.48,2023-01-01,0143,N,VIIRS,n,2,287.21,0.63,N,0
10.53164,1.23459,310.84,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,291.13,1.33,N,0
10.52789,1.23383,313.35,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,290.2,1.33,N,0
10.52253,1.24237,307.34,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,288.93,1,N,0
11.0916,-2.26377,306.83,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.69,0.9,N,0
11.09104,-2.26027,300.18,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.52,0.6,N,0
10.5976,0.71801,311,0.48,0.4,2023-01-01,0143,N,VIIRS,n,2,285.27,1.48,N,0
10.59903,0.71512,309.64,0.48,0.4,2023-01-01,0143,N,VIIRS,n,2,285.64,0.89,N,0
12.23071,-10.13913,309.96,0.58,0.52,2023-01-01,0143,N,VIIRS,n,2,291.52,3.57,N,0
10.50159,1.23094,308.82,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,288.97,1.22,N,0
10.5008,1.23565,309.85,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,288.75,1.22,N,0
12.42861,-11.74134,303.3,0.37,0.58,2023-01-01,0143,N,VIIRS,n,2,286.98,0.33,N,0
10.6403,0.37597,299.62,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,289.04,0.25,N,0
10.49704,1.23499,305.66,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,288.67,1.22,N,0
10.34742,2.072,300.76,0.57,0.43,2023-01-01,0143,N,VIIRS,n,2,287.41,0.69,N,0
12.20512,-10.13208,297.68,0.58,0.52,2023-01-01,0143,N,VIIRS,n,2,276.81,1,N,0
10.37181,-0.12317,317.43,0.44,0.38,2023-01-01,0143,N,VIIRS,n,2,290.1,1.12,N,0
10.36961,-0.13176,322.4,0.44,0.38,2023-01-01,0143,N,VIIRS,n,2,291.16,1.65,N,0
11.50062,-7.57528,305.61,0.39,0.44,2023-01-01,0143,N,VIIRS,n,2,287.64,0.75,N,0
11.50012,-7.57171,301.65,0.39,0.44,2023-01-01,0143,N,VIIRS,n,2,288.36,0.75,N,0
10.37376,-0.26558,303.96,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,291.17,0.87,N,0
10.37025,-0.26616,311.54,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,290.82,0.87,N,0
10.12666,1.17892,304.33,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,291.66,1.05,N,0
12.01825,-11.75588,302.69,0.37,0.58,2023-01-01,0143,N,VIIRS,n,2,287.29,0.88,N,0
11.97122,-11.37093,296.43,0.35,0.57,2023-01-01,0143,N,VIIRS,n,2,278.72,0.59,N,0
12.01502,-11.77455,302.89,0.37,0.58,2023-01-01,0143,N,VIIRS,n,2,288.22,0.37,N,0
10.48061,-1.01997,300.62,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,290.09,0.65,N,0
10.47781,-1.02423,305.25,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,290.65,1.05,N,0
10.471,-1.02534,332.77,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,292.62,2.94,N,0
10.43764,-0.96916,312.88,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,290.41,1.19,N,0
10.43703,-0.96544,310.02,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,289.82,1.38,N,0
10.43423,-0.96973,315.68,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,290.78,1.19,N,0
12.01316,-11.77359,304,0.37,0.58,2023-01-01,0143,N,VIIRS,n,2,288.5,0.89,N,0
11.5736,-8.53151,300.4,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,289.34,1.1,N,0
10.40064,-0.80607,300.13,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,288.17,0.96,N,0
10.33475,-0.42397,302.27,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,289.69,1.87,N,0
10.33412,-0.42007,306.13,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,289.45,0.66,N,0
10.33191,-0.42844,332.53,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,291.88,1.87,N,0
10.41536,-0.96138,329.66,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,289.1,2.28,N,0
10.83658,-3.61216,309.7,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.77,0.81,N,0
10.32843,-0.42901,301.01,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,290.19,0.75,N,0
10.04217,1.29278,296.22,0.52,0.41,2023-01-01,0143,N,VIIRS,n,2,285.53,0.83,N,0
10.04138,1.29746,305.46,0.52,0.42,2023-01-01,0143,N,VIIRS,n,2,285.78,0.79,N,0
10.83324,-3.61269,302.51,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,287.74,0.81,N,0
10.4083,-0.93957,296.47,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,286.2,0.3,N,0
10.40769,-0.93584,302.25,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,286.16,0.3,N,0
10.36529,-0.67585,318.48,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,292.74,1.01,N,0
10.36467,-0.67207,304.6,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,292.32,1.01,N,0
10.09136,0.93167,324.58,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.74,2.7,N,0
10.40087,-0.93697,298.64,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,288.35,0.63,N,0
12.13097,-13.08874,312.76,0.46,0.63,2023-01-01,0143,N,VIIRS,n,2,286.5,0.82,N,0
12.12508,-13.08952,304.58,0.46,0.63,2023-01-01,0143,N,VIIRS,n,2,283.92,0.82,N,0
10.39404,-0.93811,300.61,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,288.23,0.96,N,0
11.97333,-11.89441,310.92,0.38,0.59,2023-01-01,0143,N,VIIRS,n,2,290.64,1.57,N,0
10.45243,-1.3184,303.24,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,290.03,0.62,N,0
10.39062,-0.93868,297.64,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,287.41,0.46,N,0
9.85137,2.26884,310.75,0.4,0.44,2023-01-01,0143,N,VIIRS,n,2,287.99,0.76,N,0
10.44905,-1.31896,308.05,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,289.85,0.62,N,0
10.44787,-1.31166,308.16,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,289.75,0.63,N,0
11.90933,-11.46849,333.84,0.35,0.57,2023-01-01,0143,N,VIIRS,n,2,287.62,1.74,N,0
10.44568,-1.31952,305.43,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,289.88,1.02,N,0
10.44449,-1.31222,299.29,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,289.07,0.14,N,0
10.07198,0.93285,299.62,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,288.91,0.82,N,0
11.93613,-11.72747,297.85,0.37,0.58,2023-01-01,0143,N,VIIRS,n,2,287.16,0.67,N,0
11.90411,-11.46976,308.35,0.35,0.57,2023-01-01,0143,N,VIIRS,n,2,284.44,1.74,N,0
10.55271,-2.00439,300.07,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,287.72,0.52,N,0
10.06825,0.93219,299.47,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,288.64,0.82,N,0
10.06749,0.93669,310.17,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.12,0.82,N,0
8.96961,7.07927,303.59,0.43,0.62,2023-01-01,0143,N,VIIRS,n,2,289.29,1.03,N,0
10.54938,-2.00493,309.41,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.2,1.46,N,0
10.21484,0.01721,334.31,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,292.07,3.45,N,0
10.21551,0.01316,309.12,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,289.92,1.24,N,0
11.47734,-8.3063,304.7,0.43,0.46,2023-01-01,0143,N,VIIRS,n,2,289.31,0.72,N,0
10.21196,0.01257,309.82,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,290.19,1.17,N,0
9.58216,3.65112,300.57,0.49,0.49,2023-01-01,0143,N,VIIRS,n,2,289.67,1.38,N,0
11.47311,-8.30688,301.74,0.43,0.46,2023-01-01,0143,N,VIIRS,n,2,289.91,0.72,N,0
10.07617,0.79552,302.5,0.49,0.4,2023-01-01,0143,N,VIIRS,n,2,286.32,1.25,N,0
10.21542,-1.04362,300.23,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,289.73,0.54,N,0
10.10467,-0.36464,301.93,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,282.37,0.51,N,0
10.10403,-0.36071,303.98,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,282.03,0.36,N,0
10.10338,-0.35678,296.43,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,281.45,0.36,N,0
10.28899,-1.52018,323.76,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,290.15,2.38,N,0
10.03798,0.01865,322.57,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,291,1.77,N,0
10.28388,-1.50988,305.28,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,289.66,0.52,N,0
9.90035,0.82405,317.94,0.49,0.4,2023-01-01,0143,N,VIIRS,n,2,287.36,1.44,N,0
10.18868,-3.08398,339.85,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,292.89,1.73,N,0
10.18978,-3.09097,301.87,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,291.78,1.2,N,0
10.18923,-3.08748,302.66,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,290.68,1.73,N,0
9.77683,-0.52593,304.4,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,287.07,0.39,N,0
9.66477,0.14987,297.76,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,285.73,0.34,N,0
9.66118,0.14925,301.24,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,286.54,0.66,N,0
9.78966,-0.64711,299.35,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,286.11,0.43,N,0
10.88909,-7.87287,301.58,0.4,0.44,2023-01-01,0143,N,VIIRS,n,2,286.37,0.32,N,0
9.78619,-0.64769,298.47,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,286.38,0.72,N,0
9.66374,0.08973,309.09,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,289.3,1.46,N,0
9.66015,0.08913,328.88,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,290.46,1.46,N,0
9.66084,0.08498,312.97,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,290.29,2.86,N,0
9.77926,-0.64886,298.17,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,287.44,0.91,N,0
9.68203,-0.06366,307.11,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,289.53,1.13,N,0
10.74871,-6.96237,300.55,0.52,0.42,2023-01-01,0143,N,VIIRS,n,2,288.24,0.89,N,0
9.96122,-1.7838,304.4,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.9,0.58,N,0
9.77579,-0.64945,311.77,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.3,0.91,N,0
10.74487,-6.96295,299.54,0.52,0.42,2023-01-01,0143,N,VIIRS,n,2,287.92,0.74,N,0
9.66459,-0.0033,303.19,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,286.99,0.41,N,0
10.16107,-3.08123,299.94,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,289.34,0.51,N,0
10.16053,-3.07773,305.65,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,289.17,0.44,N,0
9.65481,0.03313,299.98,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,287.96,0.6,N,0
9.65065,0.05787,299.93,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,288.73,0.4,N,0
10.09556,-2.68723,302.18,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,286.56,0.43,N,0
9.99761,-2.07336,301.82,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,291.43,0.77,N,0
9.64706,0.05728,299.97,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,288.96,0.52,N,0
9.93579,-1.73289,307.69,0.39,0.37,2023-01-01,0143,N,VIIRS,n,2,290.49,0.88,N,0
9.93244,-1.73344,312.62,0.39,0.37,2023-01-01,0143,N,VIIRS,n,2,290.98,0.88,N,0
10.15437,-3.14681,300.1,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,287.67,0.73,N,0
10.049,-2.47969,303.55,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,289.4,0.51,N,0
9.62924,0.07555,299.46,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,288.5,1.24,N,0
9.6166,0.15027,296.77,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,285.77,0.49,N,0
10.15105,-3.14734,304.87,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,287.29,0.73,N,0
10.15051,-3.14384,306.63,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,285.51,0.52,N,0
10.04568,-2.48023,302.16,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,289.61,0.51,N,0
9.97068,-2.01233,304.47,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,286.64,1.11,N,0
10.04292,-2.48426,314.14,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,290.55,1.03,N,0
9.46094,1.0161,300,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,288.18,0.61,N,0
9.46015,1.02069,303.99,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,288.13,0.61,N,0
9.44353,1.09423,300.8,0.52,0.41,2023-01-01,0143,N,VIIRS,n,2,287.29,0.49,N,0
9.84455,0.99562,303.98,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,290.34,0.83,N,0
9.27832,4.24655,301.59,0.54,0.51,2023-01-01,0143,N,VIIRS,n,2,290.11,2.19,N,0
11.32529,-8.67015,317.15,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,288.68,1.93,N,0
9.82773,1.07194,309.66,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,289.91,1.79,N,0
10.14111,-0.82515,301.56,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,290.39,0.96,N,0
9.57909,2.46815,316.82,0.41,0.45,2023-01-01,0143,N,VIIRS,n,2,286.44,1.98,N,0
11.22785,-8.05237,300.04,0.41,0.45,2023-01-01,0143,N,VIIRS,n,2,288.82,0.61,N,0
10.17318,-1.08495,303.22,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,286.67,0.52,N,0
10.21122,-1.33916,301.36,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,284.92,0.87,N,0
10.19851,-1.30378,308.38,0.4,0.37,2023-01-01,0143,N,VIIRS,n,2,285.94,0.96,N,0
9.99603,-0.08035,300.51,0.44,0.39,2023-01-01,0143,N,VIIRS,n,2,290.4,0.49,N,0
9.78001,1.16893,297.39,0.52,0.41,2023-01-01,0143,N,VIIRS,n,2,286.74,0.66,N,0
11.2649,-8.5151,327.34,0.44,0.46,2023-01-01,0143,N,VIIRS,n,2,290.57,1.89,N,0
10.01712,-0.24956,297.63,0.44,0.38,2023-01-01,0143,N,VIIRS,n,2,286.97,0.36,N,0
9.7504,1.29501,309.28,0.52,0.42,2023-01-01,0143,N,VIIRS,n,2,288.41,0.82,N,0
9.99537,-0.16309,335.31,0.44,0.38,2023-01-01,0143,N,VIIRS,n,2,293.04,3.46,N,0
11.27603,-8.66432,301.92,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,289.72,1.37,N,0
9.80052,0.95963,312.64,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,290.12,1.44,N,0
10.12256,-0.99023,308.32,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,288.79,0.96,N,0
10.12259,-0.98969,311.14,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,288.96,1.14,N,0
9.80024,0.95719,299.99,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.32,0.75,N,0
9.79948,0.96174,301.19,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.78,0.75,N,0
10.05804,-0.63498,300.87,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,285.72,0.48,N,0
11.27842,-8.66256,304.21,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,289.44,0.56,N,0
10.05458,-0.63556,299.18,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,286.46,0.48,N,0
10.05396,-0.63173,301.99,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,286.31,0.42,N,0
10.46774,-3.24371,300.6,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.94,0.4,N,0
11.2713,-8.70619,299.25,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,288.67,0.78,N,0
9.93613,-0.02256,307.56,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,291.39,2.59,N,0
9.93546,-0.0185,318.8,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,291.59,1.61,N,0
9.93479,-0.01444,309.18,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,291.08,1.61,N,0
9.93257,-0.02314,338.78,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,293.44,2.59,N,0
9.9319,-0.01908,318.01,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,291.65,1.61,N,0
9.77709,0.91129,296.79,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,286.47,0.58,N,0
9.92901,-0.02373,335.12,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,293.97,3.42,N,0
10.05344,-0.78085,300.22,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,287.68,1.01,N,0
9.92834,-0.01967,319.64,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,292.02,1.7,N,0
9.77334,0.91069,311.63,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,286.61,1.54,N,0
9.92545,-0.02432,324.67,0.45,0.39,2023-01-01,0143,N,VIIRS,n,2,291.75,3.42,N,0
11.29559,-9.04377,309.99,0.48,0.48,2023-01-01,0143,N,VIIRS,n,2,289.29,0.86,N,0
10.05,-0.78142,308.28,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.33,1.01,N,0
10.01396,-0.58306,296.85,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,286.48,0.58,N,0
9.93732,-0.11809,302.46,0.44,0.39,2023-01-01,0143,N,VIIRS,n,2,290.86,0.84,N,0
9.93666,-0.11405,310.23,0.44,0.39,2023-01-01,0143,N,VIIRS,n,2,290.99,0.84,N,0
11.22727,-8.61083,303.01,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,289.75,0.97,N,0
10.01112,-0.5875,312.25,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,287.41,1.14,N,0
10.00829,-0.59195,302,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,287.48,1.17,N,0
10.00639,-0.58038,301.71,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.64,0.81,N,0
10.00482,-0.59254,320.92,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.92,1.17,N,0
11.27964,-9.05942,305.42,0.48,0.48,2023-01-01,0143,N,VIIRS,n,2,289.57,1.33,N,0
11.15993,-8.1862,305.61,0.42,0.45,2023-01-01,0143,N,VIIRS,n,2,289.08,0.66,N,0
10.01684,-0.66562,307.33,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.7,1.02,N,0
10.01621,-0.66179,305.68,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.07,0.72,N,0
9.97246,-0.88296,309.65,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,288.98,1.1,N,0
9.97184,-0.87918,312.05,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,289.27,1.28,N,0
9.95353,-0.83177,298.55,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,288.17,0.61,N,0
11.17374,-8.93431,301.7,0.47,0.48,2023-01-01,0143,N,VIIRS,n,2,280.77,0.52,N,0
10.34835,-3.32364,302.31,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,289.14,0.59,N,0
9.95009,-0.83234,306.28,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,288.65,0.61,N,0
11.13956,-8.71844,304.8,0.45,0.47,2023-01-01,0143,N,VIIRS,n,2,290.82,0.87,N,0
9.78496,0.14797,315.42,0.46,0.39,2023-01-01,0143,N,VIIRS,n,2,287.08,2.05,N,0
7.89246,10.61488,303.26,0.76,0.77,2023-01-01,0143,N,VIIRS,n,2,286.7,2.23,N,0
11.04304,-8.08515,312.1,0.41,0.45,2023-01-01,0143,N,VIIRS,n,2,287.88,1.84,N,0
9.6695,0.79329,304.93,0.49,0.41,2023-01-01,0143,N,VIIRS,n,2,285.99,0.48,N,0
9.66875,0.79776,302.48,0.49,0.41,2023-01-01,0143,N,VIIRS,n,2,286.58,0.93,N,0
8.63377,6.66421,298.43,0.41,0.6,2023-01-01,0143,N,VIIRS,n,2,288.17,0.52,N,0
10.10666,-1.88405,303.11,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,291.46,0.82,N,0
9.91509,-0.70519,299,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,286.82,0.47,N,0
9.91446,-0.70137,301.5,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.1,0.99,N,0
9.91384,-0.69754,317.33,0.42,0.38,2023-01-01,0143,N,VIIRS,n,2,288.84,0.99,N,0
9.85857,-0.38396,317.31,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,292.12,1.57,N,0
9.63442,0.81945,304.02,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.13,1.17,N,0
9.91877,-0.89963,299.41,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,287.65,0.71,N,0
10.27946,-3.16574,308.78,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,292.44,1.17,N,0
9.61854,0.86752,299.38,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,287.97,0.75,N,0
11.06286,-8.57419,304.15,0.44,0.46,2023-01-01,0143,N,VIIRS,n,2,288.73,0.61,N,0
10.27669,-3.16979,312.1,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,292.45,1.35,N,0
9.61481,0.86687,304.77,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,288.28,0.75,N,0
9.61325,0.87598,298.68,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,285.65,1.2,N,0
10.27392,-3.17383,302.77,0.38,0.36,2023-01-01,0143,N,VIIRS,n,2,291.63,1.11,N,0
9.60577,0.87468,300.96,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,287.28,0.83,N,0
9.58002,1.00204,302.02,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,289.16,1.2,N,0
10.29186,-3.35424,298.54,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,288.46,1.13,N,0
9.58731,0.9372,300.52,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.93,0.73,N,0
9.89536,-0.90735,296.97,0.41,0.37,2023-01-01,0143,N,VIIRS,n,2,286.56,0.67,N,0
9.57667,0.95406,305.63,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,290.58,0.99,N,0
10.26147,-3.22295,310.91,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,291.57,1.21,N,0
10.26092,-3.21945,319.79,0.39,0.36,2023-01-01,0143,N,VIIRS,n,2,292.02,2.58,N,0
9.89245,-0.9078,297.5,0.42,0.37,2023-01-01,0143,N,VIIRS,n,2,285.83,0.28,N,0
9.8132,-0.4194,305.24,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,290.94,0.65,N,0
9.59019,0.93931,300.72,0.5,0.41,2023-01-01,0143,N,VIIRS,n,2,289.67,0.92,N,0
9.58031,0.99894,304.12,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,291,1.13,N,0
9.5759,0.95554,302.73,0.51,0.41,2023-01-01,0143,N,VIIRS,n,2,289.87,1.16,N,0
9.81613,-0.54731,297.67,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,286.76,0.49,N,0
9.81328,-0.55179,322.35,0.43,0.38,2023-01-01,0143,N,VIIRS,n,2,287.86,2.2,N,0
